rail_id	cell_line	sra_attribute.disease	sra_attribute.ethnicity	sra_attribute.disease_stage	sra.experiment_attributes	primary_site
SRR8615342	NCC-StC-K140	primary	Asian	carcinoma	age;;36|biomaterial_provider;;RIKEN:NCC-StC-K140|BioSampleModel;;Human|cell_line;;NCC-StC-K140|disease;;carcinoma|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;stomach	stomach
SRR8615343	NB-4	primary	Caucasian	"haematopoietic_neoplasm (acute_myeloid_leukaemia, M3)"	"age;;23|biomaterial_provider;;DSMZ:NB-4|BioSampleModel;;Human|cell_line;;NB-4|disease;;haematopoietic_neoplasm (acute_myeloid_leukaemia, M3)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;haematopoietic_and_lymphoid_tissue"	haematopoietic_and_lymphoid_tissue
SRR8615344	NB-1	metastasis	Asian	neuroblastoma	age;;2|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;NB-1|disease;;neuroblastoma|disease_stage;;metastasis|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;autonomic_ganglia	autonomic_ganglia
SRR8615345	NAMALWA	primary	African_american	lymphoid_neoplasm (Burkitt_lymphoma)	age;;3|biomaterial_provider;;JCRB:NAMALWA|BioSampleModel;;Human|cell_line;;NAMALWA|disease;;lymphoid_neoplasm (Burkitt_lymphoma)|disease_stage;;primary|ethnicity;;African_american|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615346	NALM-6	primary	Caucasian	lymphoid_neoplasm (acute_lymphoblastic_B_cell_leukaemia)	age;;19|biomaterial_provider;;DSMZ:NALM-6|BioSampleModel;;Human|cell_line;;NALM-6|disease;;lymphoid_neoplasm (acute_lymphoblastic_B_cell_leukaemia)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615347	KMS-26	primary	Asian	lymphoid_neoplasm (plasma_cell_myeloma)	age;;50|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;KMS-26|disease;;lymphoid_neoplasm (plasma_cell_myeloma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615348	KMS-27	primary	Asian	lymphoid_neoplasm (plasma_cell_myeloma)	age;;52|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;KMS-27|disease;;lymphoid_neoplasm (plasma_cell_myeloma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615349	KMS-20	primary	Asian	lymphoid_neoplasm (plasma_cell_myeloma)	age;;65|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;KMS-20|disease;;lymphoid_neoplasm (plasma_cell_myeloma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615350	KMS-21BM	primary	Asian	lymphoid_neoplasm (plasma_cell_myeloma)	age;;62|biomaterial_provider;;HSSRB|BioSampleModel;;Human|cell_line;;KMS-21BM|disease;;lymphoid_neoplasm (plasma_cell_myeloma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615351	KMS-12-BM	primary	Asian	lymphoid_neoplasm (plasma_cell_myeloma)	age;;64|biomaterial_provider;;DSMZ:KMS-12-BM|BioSampleModel;;Human|cell_line;;KMS-12-BM|disease;;lymphoid_neoplasm (plasma_cell_myeloma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615352	KMS-18	primary	Asian	lymphoid_neoplasm (plasma_cell_myeloma)	age;;NA|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;KMS-18|disease;;lymphoid_neoplasm (plasma_cell_myeloma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615353	KMRC-3	primary	Asian	carcinoma (clear_cell_renal_cell_carcinoma)	age;;NA|biomaterial_provider;;HSSRB|BioSampleModel;;Human|cell_line;;KMRC-3|disease;;carcinoma (clear_cell_renal_cell_carcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;kidney	kidney
SRR8615354	KMS-11	primary	Asian	lymphoid_neoplasm (plasma_cell_myeloma)	age;;67|biomaterial_provider;;HSRRB|BioSampleModel;;Human|cell_line;;KMS-11|disease;;lymphoid_neoplasm (plasma_cell_myeloma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615355	KMRC-20	primary	Asian	carcinoma (renal_cell_carcinoma)	age;;NA|biomaterial_provider;;HSSRB|BioSampleModel;;Human|cell_line;;KMRC-20|disease;;carcinoma (renal_cell_carcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;kidney	kidney
SRR8615356	KMRC-2	primary	Asian	carcinoma (clear_cell_renal_cell_carcinoma)	age;;NA|biomaterial_provider;;HSRRB|BioSampleModel;;Human|cell_line;;KMRC-2|disease;;carcinoma (clear_cell_renal_cell_carcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;kidney	kidney
SRR8615357	KELLY	primary	Caucasian	neuroblastoma	age;;NA|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;KELLY|disease;;neuroblastoma|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;autonomic_ganglia	autonomic_ganglia
SRR8615358	KE-97	primary	Asian	lymphoid_neoplasm (plasma_cell_myeloma)	age;;52|biomaterial_provider;;RIKEN:KE-97|BioSampleModel;;Human|cell_line;;KE-97|disease;;lymphoid_neoplasm (plasma_cell_myeloma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615359	PA-TU-8988T	metastasis	Caucasian	carcinoma (ductal_carcinoma)	age;;64|biomaterial_provider;;GNF|BioSampleModel;;Human|cell_line;;PA-TU-8988T|disease;;carcinoma (ductal_carcinoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;pancreas	pancreas
SRR8615360	KASUMI-2	primary	Asian	"lymphoid_neoplasm (acute_lymphoblastic_B_cell_leukaemia, L2)"	"age;;15|biomaterial_provider;;DSMZ:KASUMI-2|BioSampleModel;;Human|cell_line;;KASUMI-2|disease;;lymphoid_neoplasm (acute_lymphoblastic_B_cell_leukaemia, L2)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue"	haematopoietic_and_lymphoid_tissue
SRR8615361	KASUMI-1	primary	Asian	"haematopoietic_neoplasm (acute_myeloid_leukaemia, M2)"	"age;;7|biomaterial_provider;;GNF|BioSampleModel;;Human|cell_line;;KASUMI-1|disease;;haematopoietic_neoplasm (acute_myeloid_leukaemia, M2)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue"	haematopoietic_and_lymphoid_tissue
SRR8615362	KATO III	metastasis	Asian	carcinoma (adenocarcinoma)	age;;55|biomaterial_provider;;ATCC:KATO III|BioSampleModel;;Human|cell_line;;KATO III|disease;;carcinoma (adenocarcinoma)|disease_stage;;metastasis|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;stomach	stomach
SRR8615363	Kasumi-6	primary	Asian	"haematopoietic_neoplasm (acute_myeloid_leukaemia, M2)"	"age;;64|biomaterial_provider;;ATCC:Kasumi-6|BioSampleModel;;Human|cell_line;;Kasumi-6|disease;;haematopoietic_neoplasm (acute_myeloid_leukaemia, M2)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue"	haematopoietic_and_lymphoid_tissue
SRR8615364	KD	NA	NA	NA	age;;NA|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;KD|disease;;NA|disease_stage;;NA|ethnicity;;NA|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;soft_tissue	soft_tissue
SRR8615365	KCL-22	metastasis	Asian	haematopoietic_neoplasm (blast_phase_chronic_myeloid_leukaemia)	age;;32|biomaterial_provider;;DSMZ:KCL-22|BioSampleModel;;Human|cell_line;;KCL-22|disease;;haematopoietic_neoplasm (blast_phase_chronic_myeloid_leukaemia)|disease_stage;;metastasis|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615366	KE-39	metastasis	Asian	carcinoma	age;;77|biomaterial_provider;;RIKEN:KE-39|BioSampleModel;;Human|cell_line;;KE-39|disease;;carcinoma|disease_stage;;metastasis|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;stomach	stomach
SRR8615367	KE-37	primary	Caucasian	lymphoid_neoplasm (acute_lymphoblastic_T_cell_leukaemia)	age;;27|biomaterial_provider;;DSMZ:KE-37|BioSampleModel;;Human|cell_line;;KE-37|disease;;lymphoid_neoplasm (acute_lymphoblastic_T_cell_leukaemia)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615368	SU-DHL-5	primary	Caucasian	lymphoid_neoplasm (diffuse_large_B_cell_lymphoma)	age;;17|biomaterial_provider;;DSMZ:SU-DHL-5|BioSampleModel;;Human|cell_line;;SU-DHL-5|disease;;lymphoid_neoplasm (diffuse_large_B_cell_lymphoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615369	SU-DHL-6	metastasis	Caucasian	lymphoid_neoplasm (diffuse_large_B_cell_lymphoma)	age;;43|biomaterial_provider;;DSMZ:SU-DHL-6|BioSampleModel;;Human|cell_line;;SU-DHL-6|disease;;lymphoid_neoplasm (diffuse_large_B_cell_lymphoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615370	Panc 05.04	primary	Caucasian	carcinoma	age;;77|biomaterial_provider;;ATCC:Panc 05.04|BioSampleModel;;Human|cell_line;;Panc 05.04|disease;;carcinoma|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;pancreas	pancreas
SRR8615371	Panc 08.13	primary	Caucasian	carcinoma (ductal_carcinoma)	age;;85|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;Panc 08.13|disease;;carcinoma (ductal_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;pancreas	pancreas
SRR8615372	SR-786	metastasis	Caucasian	lymphoid_neoplasm (anaplastic_large_cell_lymphoma)	age;;11|biomaterial_provider;;DSMZ:SR-786|BioSampleModel;;Human|cell_line;;SR-786|disease;;lymphoid_neoplasm (anaplastic_large_cell_lymphoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615373	ST486	metastasis	Caucasian	lymphoid_neoplasm (Burkitt_lymphoma)	age;;NA|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;ST486|disease;;lymphoid_neoplasm (Burkitt_lymphoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615374	STM9101	NA	NA	NA	age;;NA|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;STM9101|disease;;NA|disease_stage;;NA|ethnicity;;NA|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;soft_tissue	soft_tissue
SRR8615375	SU.86.86	primary	Caucasian	carcinoma (ductal_carcinoma)	age;;57|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;SU.86.86|disease;;carcinoma (ductal_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;pancreas	pancreas
SRR8615376	SU-DHL-10	metastasis	Caucasian	lymphoid_neoplasm (diffuse_large_B_cell_lymphoma)	age;;25|biomaterial_provider;;DSMZ:SU-DHL-10|BioSampleModel;;Human|cell_line;;SU-DHL-10|disease;;lymphoid_neoplasm (diffuse_large_B_cell_lymphoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615377	Panc 10.05	primary	Caucasian	carcinoma (ductal_carcinoma)	age;;NA|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;Panc 10.05|disease;;carcinoma (ductal_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;pancreas	pancreas
SRR8615378	SU-DHL-4	metastasis	Caucasian	lymphoid_neoplasm (diffuse_large_B_cell_lymphoma)	age;;38|biomaterial_provider;;DSMZ:SU-DHL-4|BioSampleModel;;Human|cell_line;;SU-DHL-4|disease;;lymphoid_neoplasm (diffuse_large_B_cell_lymphoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615379	GSS	metastasis	Asian	carcinoma (adenocarcinoma)	age;;NA|biomaterial_provider;;RIKEN:GSS|BioSampleModel;;Human|cell_line;;GSS|disease;;carcinoma (adenocarcinoma)|disease_stage;;metastasis|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;stomach	stomach
SRR8615380	GRANTA-519	primary	Caucasian	lymphoid_neoplasm (mantle_cell_lymphoma)	age;;58|biomaterial_provider;;DSMZ:GRANTA-519|BioSampleModel;;Human|cell_line;;GRANTA-519|disease;;lymphoid_neoplasm (mantle_cell_lymphoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615381	GP2d	primary	Caucasian	carcinoma (adenocarcinoma)	age;;71|biomaterial_provider;;ECACC:GP2d|BioSampleModel;;Human|cell_line;;GP2d|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;large_intestine	large_intestine
SRR8615382	GOS-3	primary	Caucasian	glioma (astrocytoma)	age;;55|biomaterial_provider;;GNF|BioSampleModel;;Human|cell_line;;GOS-3|disease;;glioma (astrocytoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;central_nervous_system	central_nervous_system
SRR8615383	GMS-10	primary	Caucasian	"glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)"	"age;;49|biomaterial_provider;;DSMZ:GMS-10|BioSampleModel;;Human|cell_line;;GMS-10|disease;;glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;central_nervous_system"	central_nervous_system
SRR8615384	GI-1	primary	Asian	glioma (gliosarcoma)	age;;61|biomaterial_provider;;RIKEN:GI-1|BioSampleModel;;Human|cell_line;;GI-1|disease;;glioma (gliosarcoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;central_nervous_system	central_nervous_system
SRR8615385	GDM-1	primary	Caucasian	"haematopoietic_neoplasm (acute_myeloid_leukaemia, M4)"	"age;;66|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;GDM-1|disease;;haematopoietic_neoplasm (acute_myeloid_leukaemia, M4)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;haematopoietic_and_lymphoid_tissue"	haematopoietic_and_lymphoid_tissue
SRR8615386	GCT	metastasis	Caucasian	malignant_fibrous_histiocytoma-pleomorphic_sarcoma	age;;29|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;GCT|disease;;malignant_fibrous_histiocytoma-pleomorphic_sarcoma|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;soft_tissue	soft_tissue
SRR8615387	Li-7	primary	Asian	carcinoma (hepatocellular_carcinoma)	age;;NA|biomaterial_provider;;RIKEN:Li-7|BioSampleModel;;Human|cell_line;;Li-7|disease;;carcinoma (hepatocellular_carcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;liver	liver
SRR8615388	H4	primary	Caucasian	glioma	age;;37|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;H4|disease;;glioma|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;central_nervous_system	central_nervous_system
SRR8615389	GSU	metastasis	Asian	carcinoma (adenocarcinoma)	age;;NA|biomaterial_provider;;RIKEN:GSU|BioSampleModel;;Human|cell_line;;GSU|disease;;carcinoma (adenocarcinoma)|disease_stage;;metastasis|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;stomach	stomach
SRR8615390	TE-8	primary	Asian	carcinoma (squamous_cell_carcinoma)	age;;NA|biomaterial_provider;;RIKEN:TE-8|BioSampleModel;;Human|cell_line;;TE-8|disease;;carcinoma (squamous_cell_carcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;oesophagus	oesophagus
SRR8615391	KYM-1	primary	Asian	rhabdomyosarcoma	age;;1|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;KYM-1|disease;;rhabdomyosarcoma|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;soft_tissue	soft_tissue
SRR8615392	LS513	primary	Caucasian	carcinoma (adenocarcinoma)	age;;63|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;LS513|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;large_intestine	large_intestine
SRR8615393	LS411N	primary	Caucasian	carcinoma (adenocarcinoma)	age;;32|biomaterial_provider;;ATCC:LS411N|BioSampleModel;;Human|cell_line;;LS411N|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;large_intestine	large_intestine
SRR8615394	LU99	metastasis	Asian	carcinoma (large_cell_carcinoma)	age;;63|biomaterial_provider;;HSRRB|BioSampleModel;;Human|cell_line;;LU99|disease;;carcinoma (large_cell_carcinoma)|disease_stage;;metastasis|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;lung	lung
SRR8615395	LU65	primary	Asian	carcinoma (non_small_cell_carcinoma)	age;;64|biomaterial_provider;;JCRB:LU65|BioSampleModel;;Human|cell_line;;LU65|disease;;carcinoma (non_small_cell_carcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;lung	lung
SRR8615396	LS1034	primary	Caucasian	carcinoma (adenocarcinoma)	age;;54|biomaterial_provider;;ATCC:LS1034|BioSampleModel;;Human|cell_line;;LS1034|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;large_intestine	large_intestine
SRR8615397	LP-1	primary	Caucasian	lymphoid_neoplasm (plasma_cell_myeloma)	age;;56|biomaterial_provider;;HSRRB|BioSampleModel;;Human|cell_line;;LP-1|disease;;lymphoid_neoplasm (plasma_cell_myeloma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615398	LS 180	primary	Caucasian	carcinoma (adenocarcinoma)	age;;58|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;LS 180|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;large_intestine	large_intestine
SRR8615399	LS123	primary	Caucasian	carcinoma (adenocarcinoma)	age;;65|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;LS123|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;large_intestine	large_intestine
